               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 342,            0.021174,            0.013804,                   0,             0.17737,             0.12185,            0.084856,             0.03282,            0.062386,            0.047215,                   0,           0.0032482,           0.0032482,           0.0032482
                 343,            0.021474,            0.015099,                   0,             0.19931,             0.12605,            0.078649,            0.029831,            0.062993,            0.047562,                   0,           0.0032284,           0.0032284,           0.0032284
                 344,             0.02094,            0.014295,                   0,             0.18668,             0.14286,            0.082296,            0.032696,            0.062445,            0.044893,                   0,           0.0032086,           0.0032086,           0.0032086
                 345,            0.021839,             0.01275,                   0,             0.19215,              0.1639,            0.088377,            0.033862,            0.062395,            0.044201,                   0,           0.0031888,           0.0031888,           0.0031888
                 346,            0.022733,            0.012487,                   0,             0.19956,             0.17647,             0.09549,            0.034038,            0.061981,            0.044479,                   0,            0.003169,            0.003169,            0.003169
                 347,            0.020812,            0.013614,                   0,             0.18233,             0.15126,            0.085086,            0.030921,            0.061586,            0.045547,                   0,           0.0031492,           0.0031492,           0.0031492
                 348,            0.021558,            0.014155,                   0,             0.19173,             0.15966,            0.081522,            0.027972,            0.062483,            0.046581,                   0,           0.0031294,           0.0031294,           0.0031294
                 349,             0.02178,             0.01427,                   0,             0.19533,             0.15966,            0.077093,            0.025432,            0.062678,            0.046389,                   0,           0.0031096,           0.0031096,           0.0031096
                 350,             0.02276,            0.013361,                   0,             0.17834,             0.15546,            0.078392,            0.025504,            0.062555,            0.046396,                   0,           0.0030898,           0.0030898,           0.0030898
                 351,            0.021886,            0.012915,                   0,             0.16676,             0.13445,            0.068521,             0.02253,            0.062817,            0.046631,                   0,             0.00307,             0.00307,             0.00307
                 352,            0.020696,            0.013674,                   0,             0.17207,             0.13445,            0.066367,            0.023552,            0.062962,            0.046597,                   0,           0.0030502,           0.0030502,           0.0030502
                 353,            0.020418,            0.013704,                   0,             0.16704,             0.13735,            0.069926,            0.023752,            0.062834,            0.046721,                   0,           0.0030304,           0.0030304,           0.0030304
                 354,            0.020777,            0.013504,                   0,             0.18149,             0.13025,            0.063608,            0.021876,            0.062993,            0.047224,                   0,           0.0030106,           0.0030106,           0.0030106
                 355,            0.020986,            0.013679,                   0,             0.17197,             0.13445,            0.064765,            0.021167,            0.063047,             0.04715,                   0,           0.0029908,           0.0029908,           0.0029908
                 356,            0.021234,            0.013674,                   0,             0.17599,             0.13025,             0.06101,            0.021215,            0.063544,            0.046841,                   0,            0.002971,            0.002971,            0.002971
                 357,            0.021084,            0.013476,                   0,             0.21578,             0.15126,            0.072439,            0.023712,            0.063306,            0.046736,                   0,           0.0029512,           0.0029512,           0.0029512
                 358,            0.019719,            0.012918,                   0,             0.20808,             0.14286,            0.081145,            0.025824,            0.062731,             0.04755,                   0,           0.0029314,           0.0029314,           0.0029314
                 359,            0.020142,            0.013745,                   0,             0.20108,             0.13537,            0.087702,            0.029263,            0.062643,            0.047312,                   0,           0.0029116,           0.0029116,           0.0029116
                 360,             0.02077,              0.0136,                   0,             0.17668,             0.13525,            0.089163,            0.030674,             0.06207,              0.0471,                   0,           0.0028918,           0.0028918,           0.0028918
                 361,            0.021346,            0.013177,                   0,             0.18936,             0.13445,            0.092182,            0.033275,            0.061861,            0.047161,                   0,            0.002872,            0.002872,            0.002872
                 362,            0.019911,            0.013597,                   0,             0.19514,             0.14286,            0.097739,            0.035107,            0.061932,            0.047218,                   0,           0.0028522,           0.0028522,           0.0028522
                 363,              0.0205,            0.013331,                   0,             0.23378,             0.16387,             0.10725,            0.038492,            0.062147,            0.046841,                   0,           0.0028324,           0.0028324,           0.0028324
                 364,            0.020054,            0.012167,                   0,              0.2222,             0.15966,             0.10705,            0.036004,            0.062903,            0.046669,                   0,           0.0028126,           0.0028126,           0.0028126
                 365,            0.019974,            0.013474,                   0,             0.20517,             0.14706,            0.094301,            0.032063,            0.063256,            0.046618,                   0,           0.0027928,           0.0027928,           0.0027928
                 366,            0.020536,            0.014002,                   0,              0.2201,             0.17227,             0.10246,            0.034601,            0.063403,            0.045626,                   0,            0.002773,            0.002773,            0.002773
                 367,            0.020644,             0.01337,                   0,             0.20676,             0.17647,             0.10402,            0.033356,            0.062504,            0.045841,                   0,           0.0027532,           0.0027532,           0.0027532
                 368,            0.020139,            0.013789,                   0,             0.21831,             0.18067,             0.10427,            0.034172,            0.062389,            0.045778,                   0,           0.0027334,           0.0027334,           0.0027334
                 369,            0.020513,            0.012912,                   0,             0.22146,             0.15966,             0.10325,             0.03332,            0.062848,            0.046352,                   0,           0.0027136,           0.0027136,           0.0027136
                 370,            0.019549,            0.012464,                   0,             0.22228,             0.14286,            0.095847,             0.03044,            0.063793,            0.047766,                   0,           0.0026938,           0.0026938,           0.0026938
                 371,            0.020275,            0.012911,                   0,             0.22775,             0.16387,            0.096774,            0.032103,            0.063068,            0.046598,                   0,            0.002674,            0.002674,            0.002674
                 372,            0.018698,            0.012344,                   0,             0.24602,             0.16807,              0.1008,             0.03413,            0.062653,            0.046797,                   0,           0.0026542,           0.0026542,           0.0026542
                 373,            0.019583,            0.013017,                   0,             0.28896,             0.15546,            0.096753,            0.031405,            0.062536,            0.047119,                   0,           0.0026344,           0.0026344,           0.0026344
                 374,            0.020813,            0.014556,                   0,             0.24691,             0.15966,             0.10219,            0.032593,            0.062509,            0.047159,                   0,           0.0026146,           0.0026146,           0.0026146
                 375,             0.02002,            0.013945,                   0,             0.25076,              0.1561,             0.10203,            0.034699,            0.062838,            0.046982,                   0,           0.0025948,           0.0025948,           0.0025948
                 376,              0.0208,            0.013548,                   0,             0.21839,             0.15966,            0.098583,            0.033262,            0.062972,            0.046831,                   0,            0.002575,            0.002575,            0.002575
                 377,            0.020011,            0.014066,                   0,             0.22006,             0.16807,            0.097757,            0.033134,            0.063253,            0.046534,                   0,           0.0025552,           0.0025552,           0.0025552
                 378,            0.020051,            0.013077,                   0,              0.2215,             0.15966,             0.10066,            0.033628,            0.063171,             0.04635,                   0,           0.0025354,           0.0025354,           0.0025354
                 379,            0.020175,            0.012904,                   0,             0.22854,             0.17647,             0.10945,            0.037647,            0.062702,            0.046692,                   0,           0.0025156,           0.0025156,           0.0025156
                 380,            0.019405,            0.012969,                   0,             0.22941,             0.16512,              0.1097,            0.038389,            0.062904,            0.047365,                   0,           0.0024958,           0.0024958,           0.0024958
                 381,             0.01986,            0.012446,                   0,             0.24143,             0.16807,             0.12134,            0.041653,            0.062919,            0.047691,                   0,            0.002476,            0.002476,            0.002476
                 382,            0.019502,            0.012619,                   0,             0.26149,              0.1696,             0.12373,            0.043625,            0.062832,            0.047747,                   0,           0.0024562,           0.0024562,           0.0024562
                 383,            0.018574,             0.01173,                   0,             0.24573,             0.14706,              0.1233,            0.042813,            0.062946,            0.048382,                   0,           0.0024364,           0.0024364,           0.0024364
                 384,            0.020002,            0.013255,                   0,             0.24636,             0.15546,             0.13264,            0.045284,            0.062882,            0.047838,                   0,           0.0024166,           0.0024166,           0.0024166
                 385,            0.019474,            0.011876,                   0,              0.2832,             0.17647,             0.12555,              0.0437,            0.062698,            0.047434,                   0,           0.0023968,           0.0023968,           0.0023968
                 386,            0.019219,            0.012689,                   0,             0.33077,             0.15126,             0.11806,            0.040683,            0.062574,              0.0473,                   0,            0.002377,            0.002377,            0.002377
                 387,            0.019344,             0.01205,                   0,             0.25675,             0.15966,             0.11479,             0.03992,            0.062637,            0.047359,                   0,           0.0023572,           0.0023572,           0.0023572
                 388,            0.019419,            0.012712,                   0,              0.2428,             0.16387,             0.10786,             0.03603,            0.062562,            0.047579,                   0,           0.0023374,           0.0023374,           0.0023374
                 389,             0.02055,            0.012293,                   0,             0.23906,             0.14125,            0.084419,            0.029014,            0.063203,            0.049341,                   0,           0.0023176,           0.0023176,           0.0023176
                 390,             0.02039,            0.013932,                   0,             0.22804,             0.12185,            0.077012,            0.025734,            0.063208,             0.05022,                   0,           0.0022978,           0.0022978,           0.0022978
                 391,            0.020088,            0.013082,                   0,             0.25004,             0.15966,            0.097169,            0.032671,            0.062982,             0.04829,                   0,            0.002278,            0.002278,            0.002278
                 392,            0.020457,            0.013105,                   0,             0.25028,             0.16387,            0.096934,              0.0332,            0.062654,            0.047192,                   0,           0.0022582,           0.0022582,           0.0022582
                 393,            0.019423,            0.012555,                   0,             0.23514,             0.15546,            0.091847,            0.030527,            0.062746,            0.047167,                   0,           0.0022384,           0.0022384,           0.0022384
                 394,            0.020216,            0.013061,                   0,             0.23518,             0.15966,            0.089048,             0.02826,            0.062794,            0.047579,                   0,           0.0022186,           0.0022186,           0.0022186
                 395,            0.018622,            0.013559,                   0,             0.23291,             0.15966,            0.083945,            0.027017,            0.062949,            0.047749,                   0,           0.0021988,           0.0021988,           0.0021988
                 396,            0.019475,            0.012547,                   0,             0.22661,             0.16387,            0.084344,            0.026159,            0.062949,            0.047777,                   0,            0.002179,            0.002179,            0.002179
                 397,            0.018145,            0.011213,                   0,             0.22895,             0.15126,             0.08545,            0.026543,            0.062894,             0.04841,                   0,           0.0021592,           0.0021592,           0.0021592
                 398,            0.018587,             0.01314,                   0,             0.22093,             0.15966,            0.092266,            0.028575,            0.063172,            0.047926,                   0,           0.0021394,           0.0021394,           0.0021394
                 399,            0.018809,            0.012528,                   0,             0.21151,             0.16387,            0.098691,            0.030653,            0.062474,            0.047853,                   0,           0.0021196,           0.0021196,           0.0021196
                 400,            0.019414,            0.012692,                   0,             0.21622,             0.15546,            0.093064,            0.029816,             0.06243,            0.048117,                   0,           0.0020998,           0.0020998,           0.0020998
                 401,             0.01787,             0.01122,                   0,             0.27918,             0.17227,             0.10812,            0.034183,             0.06225,            0.047478,                   0,             0.00208,             0.00208,             0.00208
                 402,            0.018639,            0.014074,                   0,             0.28127,             0.17647,             0.11826,            0.037295,            0.062135,            0.046711,                   0,           0.0020602,           0.0020602,           0.0020602
                 403,            0.020113,            0.012152,                   0,             0.24389,             0.17647,             0.11429,             0.03658,            0.062416,            0.046627,                   0,           0.0020404,           0.0020404,           0.0020404
                 404,            0.018643,            0.011656,                   0,             0.25479,             0.17227,             0.10976,            0.036107,            0.062673,            0.046928,                   0,           0.0020206,           0.0020206,           0.0020206
                 405,            0.019775,            0.013872,                   0,             0.25738,             0.18487,             0.11894,            0.036815,             0.06248,            0.046898,                   0,           0.0020008,           0.0020008,           0.0020008
                 406,            0.019035,            0.012943,                   0,             0.26975,             0.17647,             0.12262,            0.040645,            0.062429,            0.046982,                   0,            0.001981,            0.001981,            0.001981
                 407,            0.018518,            0.012245,                   0,             0.26155,             0.16966,             0.10534,            0.035044,             0.06253,            0.047253,                   0,           0.0019612,           0.0019612,           0.0019612
                 408,            0.019572,            0.013094,                   0,             0.22953,             0.16397,            0.092311,            0.031084,            0.062785,            0.047689,                   0,           0.0019414,           0.0019414,           0.0019414
                 409,            0.019504,            0.012016,                   0,             0.21567,             0.15251,            0.087716,            0.029193,            0.063115,            0.048103,                   0,           0.0019216,           0.0019216,           0.0019216
                 410,            0.018827,            0.012379,                   0,               0.218,             0.14706,             0.07731,            0.027781,             0.06356,            0.048422,                   0,           0.0019018,           0.0019018,           0.0019018
                 411,            0.019086,             0.01212,                   0,              0.2164,             0.15126,            0.090423,            0.031406,            0.063524,            0.047363,                   0,            0.001882,            0.001882,            0.001882
                 412,            0.018763,            0.013101,                   0,             0.22243,             0.16707,             0.10214,            0.034034,            0.063197,            0.046614,                   0,           0.0018622,           0.0018622,           0.0018622
                 413,             0.01869,            0.013746,                   0,             0.22156,             0.16807,             0.11086,            0.038248,            0.062804,            0.046171,                   0,           0.0018424,           0.0018424,           0.0018424
                 414,            0.018418,            0.011193,                   0,             0.23193,             0.15546,             0.11751,            0.039711,            0.062678,            0.046021,                   0,           0.0018226,           0.0018226,           0.0018226
                 415,             0.01837,            0.013213,                   0,             0.28284,             0.15126,             0.11646,            0.041765,            0.062337,            0.046282,                   0,           0.0018028,           0.0018028,           0.0018028
                 416,            0.018567,            0.013286,                   0,             0.30877,             0.15126,             0.11438,            0.042108,            0.062188,            0.046621,                   0,            0.001783,            0.001783,            0.001783
                 417,            0.017907,            0.011639,                   0,             0.23551,             0.15546,             0.11307,            0.039864,            0.062621,            0.046843,                   0,           0.0017632,           0.0017632,           0.0017632
                 418,            0.017736,            0.012353,                   0,             0.23172,             0.15126,             0.11714,            0.039181,            0.062415,            0.047409,                   0,           0.0017434,           0.0017434,           0.0017434
                 419,            0.018568,            0.012408,                   0,              0.2511,             0.16807,             0.12208,            0.040702,            0.062492,            0.047565,                   0,           0.0017236,           0.0017236,           0.0017236
                 420,            0.018319,            0.011005,                   0,             0.26492,             0.16387,             0.11858,              0.0405,            0.062491,            0.048059,                   0,           0.0017038,           0.0017038,           0.0017038
                 421,            0.018328,            0.013024,                   0,             0.23396,             0.14286,             0.11308,            0.040939,            0.062468,            0.048456,                   0,            0.001684,            0.001684,            0.001684
                 422,            0.019118,            0.012513,                   0,             0.24848,             0.14865,             0.10696,            0.037577,            0.062703,            0.048874,                   0,           0.0016642,           0.0016642,           0.0016642
                 423,            0.018208,            0.012568,                   0,             0.21631,             0.11765,              0.1028,            0.033396,            0.062547,            0.050138,                   0,           0.0016444,           0.0016444,           0.0016444
                 424,            0.018016,            0.011845,                   0,             0.23977,             0.14706,               0.113,            0.038519,            0.062786,            0.048092,                   0,           0.0016246,           0.0016246,           0.0016246
                 425,            0.017283,            0.012116,                   0,             0.20611,             0.13025,              0.1068,            0.035245,            0.062592,            0.048122,                   0,           0.0016048,           0.0016048,           0.0016048
                 426,             0.01901,            0.012459,                   0,             0.23694,             0.15126,             0.11625,            0.036972,            0.062422,             0.04809,                   0,            0.001585,            0.001585,            0.001585
                 427,            0.019306,            0.013936,                   0,             0.23725,             0.15966,             0.11549,            0.036311,            0.062546,            0.047974,                   0,           0.0015652,           0.0015652,           0.0015652
                 428,            0.019559,            0.013376,                   0,             0.20918,             0.14286,             0.10595,            0.032839,            0.063051,            0.047949,                   0,           0.0015454,           0.0015454,           0.0015454
                 429,            0.017216,             0.01138,                   0,             0.19188,             0.14286,             0.10466,            0.032985,            0.062971,            0.047586,                   0,           0.0015256,           0.0015256,           0.0015256
                 430,            0.018742,            0.012426,                   0,                0.19,             0.13866,            0.097959,            0.031334,            0.062984,            0.047356,                   0,           0.0015058,           0.0015058,           0.0015058
                 431,            0.018803,            0.011962,                   0,             0.19792,             0.14101,            0.093776,             0.03018,            0.062873,            0.047724,                   0,            0.001486,            0.001486,            0.001486
                 432,            0.018994,            0.011934,                   0,             0.19991,             0.13866,            0.088428,            0.028282,            0.062916,            0.048544,                   0,           0.0014662,           0.0014662,           0.0014662
                 433,            0.017954,            0.012035,                   0,             0.20658,             0.13445,            0.085431,            0.029207,            0.062625,            0.048906,                   0,           0.0014464,           0.0014464,           0.0014464
                 434,            0.018692,            0.011496,                   0,             0.24584,             0.15126,            0.089597,            0.030132,            0.062585,            0.048983,                   0,           0.0014266,           0.0014266,           0.0014266
                 435,            0.017582,            0.012015,                   0,              0.2486,             0.15848,            0.089193,            0.030596,            0.062637,            0.049112,                   0,           0.0014068,           0.0014068,           0.0014068
                 436,            0.018402,             0.01317,                   0,             0.23143,             0.15546,            0.091974,            0.030977,            0.062504,              0.0485,                   0,            0.001387,            0.001387,            0.001387
                 437,            0.018086,            0.011703,                   0,             0.22063,             0.15546,            0.090145,             0.03059,            0.062434,            0.048311,                   0,           0.0013672,           0.0013672,           0.0013672
                 438,            0.018544,            0.010923,                   0,             0.23991,             0.16387,             0.10178,            0.033574,            0.062196,            0.048307,                   0,           0.0013474,           0.0013474,           0.0013474
                 439,            0.017161,            0.012034,                   0,              0.2424,             0.17227,             0.10237,             0.03416,            0.061911,            0.048267,                   0,           0.0013276,           0.0013276,           0.0013276
                 440,            0.017558,            0.011804,                   0,             0.25453,             0.16929,             0.10621,            0.034748,            0.061986,            0.048326,                   0,           0.0013078,           0.0013078,           0.0013078
                 441,            0.016481,            0.011356,                   0,             0.26117,             0.17227,             0.10652,            0.034323,            0.061922,            0.048563,                   0,            0.001288,            0.001288,            0.001288
                 442,            0.017451,            0.012116,                   0,             0.27784,             0.16807,             0.11354,            0.037676,            0.061672,            0.048309,                   0,           0.0012682,           0.0012682,           0.0012682
                 443,            0.017685,            0.012639,                   0,             0.25914,             0.16807,              0.1135,            0.037242,            0.061768,            0.047882,                   0,           0.0012484,           0.0012484,           0.0012484
                 444,            0.018981,            0.010938,                   0,             0.26408,             0.17227,             0.11225,            0.037195,            0.061849,            0.047729,                   0,           0.0012286,           0.0012286,           0.0012286
                 445,            0.017352,            0.012275,                   0,             0.23744,             0.16807,             0.10949,            0.037558,            0.062035,            0.048082,                   0,           0.0012088,           0.0012088,           0.0012088
                 446,            0.018081,            0.012121,                   0,             0.25129,             0.16807,             0.10684,            0.036204,            0.062318,            0.048359,                   0,            0.001189,            0.001189,            0.001189
                 447,            0.017138,            0.010905,                   0,             0.27322,             0.16112,             0.10683,            0.034773,            0.062703,            0.048605,                   0,           0.0011692,           0.0011692,           0.0011692
                 448,            0.018103,            0.012588,                   0,             0.27491,             0.16408,              0.1045,            0.033708,            0.062784,            0.048771,                   0,           0.0011494,           0.0011494,           0.0011494
                 449,            0.017224,            0.011176,                   0,             0.25137,             0.16387,             0.10843,            0.034818,            0.062699,            0.048761,                   0,           0.0011296,           0.0011296,           0.0011296
                 450,            0.018279,            0.011705,                   0,              0.2304,             0.15126,             0.10733,            0.034501,            0.062795,            0.048737,                   0,           0.0011098,           0.0011098,           0.0011098
                 451,            0.017351,            0.011561,                   0,             0.22412,             0.14706,            0.099767,            0.033118,             0.06282,            0.048729,                   0,             0.00109,             0.00109,             0.00109
                 452,            0.018451,            0.012082,                   0,             0.22302,             0.14286,            0.099513,            0.033267,             0.06281,            0.048651,                   0,           0.0010702,           0.0010702,           0.0010702
                 453,            0.016877,            0.011542,                   0,             0.21815,             0.14286,             0.10011,            0.033781,            0.062794,            0.048727,                   0,           0.0010504,           0.0010504,           0.0010504
                 454,            0.018628,            0.012343,                   0,              0.2011,             0.13445,            0.098977,            0.033244,            0.062798,            0.048687,                   0,           0.0010306,           0.0010306,           0.0010306
                 455,            0.017649,            0.011906,                   0,             0.20022,             0.14286,            0.098373,            0.031877,            0.062566,            0.048744,                   0,           0.0010108,           0.0010108,           0.0010108
                 456,            0.017442,            0.012383,                   0,             0.22175,             0.14706,             0.10513,            0.034026,            0.062198,            0.048023,                   0,            0.000991,            0.000991,            0.000991
                 457,            0.018256,            0.012127,                   0,              0.2156,             0.15706,             0.10525,            0.034041,            0.062256,            0.047907,                   0,           0.0009712,           0.0009712,           0.0009712
                 458,            0.016961,            0.012837,                   0,             0.22838,             0.15966,             0.10126,            0.033379,            0.062178,            0.048239,                   0,           0.0009514,           0.0009514,           0.0009514
                 459,            0.017804,            0.011494,                   0,             0.22141,             0.15126,            0.098212,            0.033361,             0.06214,            0.048393,                   0,           0.0009316,           0.0009316,           0.0009316
                 460,            0.015817,            0.010348,                   0,             0.22049,             0.15546,            0.099544,            0.032958,            0.062222,            0.048752,                   0,           0.0009118,           0.0009118,           0.0009118
                 461,            0.017639,            0.012388,                   0,             0.21104,             0.14706,            0.094743,            0.030857,            0.062298,            0.049212,                   0,            0.000892,            0.000892,            0.000892
                 462,             0.01879,            0.011261,                   0,             0.20879,             0.13866,            0.093735,            0.031356,            0.062475,             0.04962,                   0,           0.0008722,           0.0008722,           0.0008722
                 463,            0.017266,            0.012206,                   0,             0.20736,             0.13025,            0.091444,             0.02982,            0.062516,            0.049911,                   0,           0.0008524,           0.0008524,           0.0008524
                 464,            0.016946,            0.011002,                   0,             0.22021,             0.13025,            0.089727,            0.029376,            0.062656,            0.050142,                   0,           0.0008326,           0.0008326,           0.0008326
                 465,            0.017673,              0.0113,                   0,             0.23525,             0.11765,            0.086716,            0.028692,            0.062775,            0.050156,                   0,           0.0008128,           0.0008128,           0.0008128
                 466,             0.01726,            0.011347,                   0,             0.18932,             0.12605,             0.08571,            0.028382,            0.062759,            0.050043,                   0,            0.000793,            0.000793,            0.000793
                 467,            0.016431,            0.011774,                   0,             0.18247,             0.13025,             0.08447,            0.027708,            0.062874,            0.050014,                   0,           0.0007732,           0.0007732,           0.0007732
                 468,            0.017292,            0.014166,                   0,             0.19567,              0.1339,            0.083737,            0.027238,            0.062887,            0.050026,                   0,           0.0007534,           0.0007534,           0.0007534
                 469,            0.016696,            0.011619,                   0,             0.21005,             0.14286,             0.08462,            0.027656,            0.062901,             0.04999,                   0,           0.0007336,           0.0007336,           0.0007336
                 470,            0.016854,            0.011518,                   0,               0.208,             0.14286,            0.088839,            0.028857,            0.062834,            0.049971,                   0,           0.0007138,           0.0007138,           0.0007138
                 471,            0.016864,            0.010835,                   0,             0.22789,             0.14286,            0.090903,             0.02904,            0.062861,             0.04991,                   0,            0.000694,            0.000694,            0.000694
                 472,             0.01699,            0.011207,                   0,             0.21644,             0.13445,            0.091914,            0.029406,            0.062847,            0.049961,                   0,           0.0006742,           0.0006742,           0.0006742
                 473,            0.016761,             0.01185,                   0,             0.22885,             0.13025,            0.092949,            0.029869,            0.062839,            0.050072,                   0,           0.0006544,           0.0006544,           0.0006544
                 474,            0.017355,            0.011805,                   0,             0.23393,             0.13866,            0.090001,            0.029557,            0.062994,            0.050173,                   0,           0.0006346,           0.0006346,           0.0006346
                 475,            0.017352,            0.012449,                   0,             0.24866,             0.14286,            0.094428,            0.030759,            0.063059,            0.050133,                   0,           0.0006148,           0.0006148,           0.0006148
                 476,            0.017693,            0.011658,                   0,             0.24402,             0.14241,            0.095159,            0.030739,            0.063019,            0.050028,                   0,            0.000595,            0.000595,            0.000595
                 477,            0.016918,            0.012986,                   0,             0.23346,             0.14286,              0.0969,            0.030088,            0.062935,            0.049847,                   0,           0.0005752,           0.0005752,           0.0005752
                 478,             0.01679,            0.012056,                   0,             0.22413,             0.13445,            0.097746,            0.031069,            0.062975,            0.049681,                   0,           0.0005554,           0.0005554,           0.0005554
                 479,            0.016585,            0.012263,                   0,             0.22753,             0.13866,            0.098385,            0.031409,             0.06301,            0.049664,                   0,           0.0005356,           0.0005356,           0.0005356
                 480,            0.016669,            0.011623,                   0,             0.22707,             0.13866,             0.09688,            0.031392,            0.063035,            0.049711,                   0,           0.0005158,           0.0005158,           0.0005158
                 481,            0.016379,            0.011905,                   0,             0.22234,             0.14286,             0.09645,            0.030117,            0.063073,            0.049744,                   0,            0.000496,            0.000496,            0.000496
                 482,            0.017319,            0.012084,                   0,             0.23421,             0.15126,             0.10173,            0.032307,            0.062986,             0.04973,                   0,           0.0004762,           0.0004762,           0.0004762
                 483,            0.017815,            0.010771,                   0,             0.24132,             0.14706,             0.10239,            0.033664,            0.062995,            0.049679,                   0,           0.0004564,           0.0004564,           0.0004564
                 484,            0.017221,            0.011805,                   0,             0.25581,             0.15546,             0.10408,            0.033934,            0.063078,            0.049747,                   0,           0.0004366,           0.0004366,           0.0004366
                 485,            0.016321,            0.011354,                   0,             0.23225,             0.14286,             0.10289,             0.03435,            0.063051,            0.049694,                   0,           0.0004168,           0.0004168,           0.0004168
                 486,            0.016074,             0.01162,                   0,             0.22755,             0.14706,              0.1045,            0.034465,            0.063003,            0.049601,                   0,            0.000397,            0.000397,            0.000397
                 487,            0.016837,            0.011103,                   0,             0.21325,             0.13866,             0.10623,            0.035006,            0.062923,            0.049498,                   0,           0.0003772,           0.0003772,           0.0003772
                 488,            0.016677,              0.0109,                   0,             0.21768,             0.13866,             0.10234,            0.033033,            0.062915,            0.049494,                   0,           0.0003574,           0.0003574,           0.0003574
                 489,            0.017497,            0.011046,                   0,             0.23166,             0.15126,             0.10319,            0.032446,            0.062949,            0.049536,                   0,           0.0003376,           0.0003376,           0.0003376
                 490,            0.017141,            0.011002,                   0,             0.24347,             0.15126,             0.10365,            0.032466,            0.062924,            0.049597,                   0,           0.0003178,           0.0003178,           0.0003178
                 491,             0.01677,            0.011184,                   0,              0.2354,             0.15126,             0.10368,            0.032585,            0.062954,            0.049559,                   0,            0.000298,            0.000298,            0.000298
                 492,            0.015818,            0.010769,                   0,             0.22918,             0.14991,              0.1012,            0.032418,             0.06289,            0.049458,                   0,           0.0002782,           0.0002782,           0.0002782
                 493,            0.016447,            0.011665,                   0,             0.24471,             0.16336,             0.10459,            0.032567,            0.062824,            0.049438,                   0,           0.0002584,           0.0002584,           0.0002584
                 494,            0.016537,            0.011883,                   0,             0.24652,             0.15809,             0.10386,            0.032796,            0.062771,            0.049509,                   0,           0.0002386,           0.0002386,           0.0002386
                 495,            0.016577,            0.011998,                   0,             0.24184,             0.15126,             0.10379,            0.033546,             0.06273,            0.049528,                   0,           0.0002188,           0.0002188,           0.0002188
                 496,            0.016953,            0.011902,                   0,             0.23854,             0.15269,             0.10371,            0.034423,             0.06269,            0.049501,                   0,            0.000199,            0.000199,            0.000199
                 497,            0.016384,            0.010778,                   0,             0.25576,             0.16387,             0.10366,            0.034818,            0.062706,             0.04952,                   0,           0.0001792,           0.0001792,           0.0001792
                 498,             0.01587,            0.010736,                   0,              0.2642,             0.16387,             0.10529,            0.035262,            0.062726,            0.049553,                   0,           0.0001594,           0.0001594,           0.0001594
                 499,            0.016447,             0.01266,                   0,             0.25958,             0.16387,             0.10667,            0.035362,             0.06274,            0.049534,                   0,           0.0001396,           0.0001396,           0.0001396
